Motor Type,Device Type,Run Time Since Maintenance,Run Time Since Overhaul,Run Time Since Production,Age Since Overhaul,Age Since Production,TempF Mean - 1 Minute,TempF StDev - 1 Minute,TempF Range - 1 Minute,TempF Max - 1 Minute,TempF Mean - 15 Minutes,TempF StDev - 15 Minutes,TempF Range - 15 Minutes,TempF Max - 15 Minutes,Observations Above Max Temp - 24 Hours,Remaining Useful Life
Permanent Magnet,Actuator,3376,6615,12100,531.65,886.15,86.94,0.27,0.66,87.52,82.38,0.21,0.52,82.62,0,2369.67
Permanent Magnet,Fan,1616,4129,9516,332.23,906.64,70.58,0.65,1.39,70.99,70.3,0.29,0.81,71.03,0,3185.33
Shunt-Wound,Actuator,2598,5963,10922,722.92,1167.21,71.02,0.31,0.69,71.42,71.75,5.16,14.71,75.28,0,2648.01
Permanent Magnet,Fan,1028,4268,9180,446.5,875.19,72.62,0.3,0.46,72.83,71.64,1.97,4.05,74.87,14,2003.55
Permanent Magnet,Fan,2775,5372,9955,679.66,978.09,73.26,0.98,1.71,74,71.77,0.81,1.96,73.23,26,201.03
Permanent Magnet,Fan,3957,6779,12174,621.7,989.87,83.91,0.28,0.54,84.3,70.87,1.82,5.28,73.96,0,2256.35
Series-Wound,Actuator,4009,7129,12396,953.36,1677.59,92.11,0.28,0.44,92.49,70.87,0.16,0.4,70.96,0,1989.29
Permanent Magnet,Pump,5096,8090,13230,740.06,1163.77,102.66,0.33,0.71,103.07,88.33,0.23,0.46,88.6,0,1610.93
Permanent Magnet,Fan,2028,4729,9785,369.59,788.19,69.66,4.78,10.76,71.34,72.27,1.34,3.93,74.65,0,2751.03
Permanent Magnet,Actuator,4971,8468,13319,1203.55,1948.8,72.24,4.4,6.77,78.16,71.31,2.5,6.61,71.74,0,1527.61
Permanent Magnet,Actuator,5940,9169,14404,741.31,1446.11,73.36,2.43,4.36,74.07,83.85,0.7,1.69,85.32,0,1256.65
Permanent Magnet,Fan,2794,5622,10393,422.9,1142.38,71.38,0.28,0.43,71.69,79.38,4.26,11.28,83.72,0,2639.46
Permanent Magnet,Fan,4620,7870,13217,1001.06,1874.36,97.15,2.14,4.88,100.09,70.98,0.17,0.35,71.19,18,1
Series-Wound,Conveyor,3636,6579,11177,963.74,1701.51,74.34,3.44,7.54,74.76,91.06,4.37,9.14,93.11,4,1374.71
Shunt-Wound,Actuator,3298,6618,11341,665.9,985.75,70.15,3.08,4.87,70.35,92.91,0.18,0.52,93.29,0,2060.15
Permanent Magnet,Pump,5637,8891,14208,999.43,1566.82,85.94,4.5,9.49,89.85,74.12,1.55,3.44,75.21,28,1
Series-Wound,Fan,4984,7490,12208,898.19,1615.69,89.32,0.79,1.36,89.46,71.64,4.19,12.5,72.79,0,1611.21
Series-Wound,Pump,3214,6119,11294,999.51,1737.56,71.11,0.2,0.48,71.53,73.16,0.17,0.45,73.55,0,2289.41
Permanent Magnet,Conveyor,1156,4274,9138,404.72,960.33,74.28,0.86,1.81,75.51,97.87,4.46,13.37,106.65,0,2923.04
Permanent Magnet,Actuator,1137,4211,8953,587.58,944.44,96.48,1.17,2.35,97,73.21,1.6,4.09,75.12,0,2941.94
Permanent Magnet,Fan,3573,6477,11515,711.28,1222.39,70.59,0.29,0.61,70.66,97.97,0.27,0.72,98.48,7,1487.01
Permanent Magnet,Conveyor,5212,7745,13012,736.37,1492.17,69.08,0.16,0.27,69.08,74.14,6.74,17.26,83.51,15,351
Shunt-Wound,Pump,1492,4292,9782,297.04,674.06,70.63,3.35,7.69,75.08,90.76,0.36,1.05,91.37,6,2290.23
Permanent Magnet,Pump,4693,7779,12633,652.03,994.52,75.71,0.33,0.77,75.85,84.67,0.21,0.58,84.73,0,1978.18
Permanent Magnet,Conveyor,5545,8771,13775,914.18,1403.39,78.46,1.93,2.93,78.77,70.64,5.05,10.66,75.5,0,1588.62
Permanent Magnet,Actuator,4383,7756,12541,685.11,1116.22,86.7,2.32,4.77,89.92,70.62,0.26,0.55,71.1,7,1290.56
Permanent Magnet,Fan,4767,7840,12474,547.46,905.05,88.97,0.34,0.7,89.31,71.18,0.29,0.67,71.19,22,1
Series-Wound,Conveyor,1937,5412,10525,405.85,943.79,88.54,0.3,0.69,88.71,80.77,1.35,3.14,82.33,0,2591.13
Permanent Magnet,Actuator,2186,5129,10521,689.8,1193.78,70.42,5.79,8.91,76.49,72.22,3,6.6,74.53,0,2545.01
Permanent Magnet,Conveyor,2184,4907,10067,656.85,1292.59,71.16,0.31,0.55,71.47,76,6.73,16.55,88.71,0,2648.86
Permanent Magnet,Pump,1238,4242,9267,439.27,817.95,77.64,0.13,0.27,77.86,73.05,1.88,4.46,76.35,0,3125.61
Series-Wound,Fan,4592,7896,12664,815.2,1340.81,71,0.32,0.69,71.07,69.79,1.1,2.87,71.88,28,1
Permanent Magnet,Conveyor,4834,7457,12679,913.16,1503.11,75.85,0.6,1.18,76.21,76.58,0.32,0.73,76.88,15,514.65
Permanent Magnet,Fan,4446,7166,12663,969.12,1438.39,70.86,0.22,0.44,70.87,71.65,0.44,1.26,72.4,0,2038.97
Shunt-Wound,Actuator,3972,6553,11175,597.91,1061.69,72.76,0.3,0.74,72.76,83.35,4.19,10.73,89.85,0,2054.69
Permanent Magnet,Fan,3046,5734,10682,919.12,1298.6,76.83,4.71,7.1,81.71,69.14,4.02,11.89,69.28,0,2176.6
Series-Wound,Fan,3086,5894,10987,611.13,1004.06,73.83,0.3,0.6,74.07,92.37,0.35,1.04,93.12,0,2290.62
Shunt-Wound,Conveyor,1833,4631,10008,351.18,746.82,79.07,3.35,7.58,84.5,71.8,2.23,6.12,73.57,12,1631.68
Shunt-Wound,Actuator,3258,6675,11784,911.09,1649.87,72.31,2.14,4.8,74.24,99.32,1.98,5.67,102.47,0,1991.43
Series-Wound,Fan,5607,8412,12925,578.11,884.6,71.67,2.52,5.36,74.52,86.29,1.04,2.23,86.59,0,1393.03
Permanent Magnet,Conveyor,5649,8728,13709,1393.19,2092.62,86.98,0.47,0.83,87.63,94.9,3.89,8.12,96.66,0,1170.51
Series-Wound,Conveyor,3559,6186,11570,688.97,1574.65,74.4,6.23,11.33,81.04,82.21,1.78,3.7,85.54,0,1783.24
Permanent Magnet,Pump,4011,7361,12491,523.43,1204.22,87.41,6.25,10.45,90.69,99.24,2.27,5.09,100.72,0,1474.7
Shunt-Wound,Actuator,2304,5396,10753,366.31,768.76,71.84,0.57,1.09,71.86,72.38,0.14,0.31,72.49,0,2844.33
Permanent Magnet,Fan,4897,7772,12593,826.82,1590.23,73.9,2.31,5.49,77.82,87.93,1.41,4.19,89.11,0,1475.19
Permanent Magnet,Pump,1873,4439,9452,541.57,987.09,88.44,0.17,0.26,88.46,71.17,6.19,16.8,73.1,0,2891.01
Permanent Magnet,Fan,4172,6802,11355,804.59,1292.58,96.14,0.29,0.66,96.37,75.23,6.24,15.6,79.94,28,1
Series-Wound,Conveyor,3527,6402,11067,438.51,828.49,72.96,1.16,1.85,74.54,76.04,0.22,0.63,76.29,2,2197.23
Series-Wound,Fan,1500,4063,8948,464.53,905.55,70.46,0.18,0.29,70.6,73.99,0.49,1.12,74.34,0,2977.1
Permanent Magnet,Actuator,2240,4879,10014,409.81,1243.06,77.41,3.28,4.94,78.76,101.93,0.17,0.39,102.15,0,2375.12
Series-Wound,Fan,1574,4820,10110,467.94,916.69,73.45,0.13,0.29,73.63,80.65,0.34,0.96,81.35,0,2894.67
Permanent Magnet,Pump,1115,4326,9407,306.34,1033.76,96.94,0.73,1.63,97,71.04,0.72,2.09,72.44,1,3084.14
Shunt-Wound,Actuator,1038,3860,9148,259.47,869.09,83.18,1.25,3.04,83.19,86.04,0.64,1.66,87.51,0,2953.38
Shunt-Wound,Conveyor,2022,5247,9956,476.5,982.56,70.44,0.25,0.46,70.72,72.28,4.73,13.12,81.51,7,2084.66
Permanent Magnet,Fan,5878,8743,13364,704.2,1040.83,70.68,0.28,0.55,71.08,72.6,0.24,0.6,72.62,0,1725.99
Series-Wound,Conveyor,2315,5321,10391,342.36,786.58,72.25,3.52,6.78,73.79,101.74,1.74,3.86,105.19,0,2340.45
Shunt-Wound,Pump,3087,5840,10853,473.01,826.69,87.95,0.77,1.74,88.37,73.21,1.08,3.08,74.28,0,2356.85
Series-Wound,Fan,1767,5253,10669,719.76,1127.6,70.02,0.14,0.22,70.05,77.54,0.33,0.94,77.99,0,2863.7
Shunt-Wound,Pump,3499,6365,11382,883.85,1306.19,74.01,0.91,1.96,74.99,98.31,0.25,0.73,98.36,0,1984.8
Permanent Magnet,Conveyor,5740,8958,13931,653.79,1141.63,76.5,0.12,0.27,76.62,82.77,0.38,0.89,83.23,0,1447.07
Permanent Magnet,Fan,3117,5715,10677,426.01,835.09,88.04,4.38,7.25,93.47,88.19,0.19,0.52,88.4,8,1431.63
Permanent Magnet,Pump,3178,5813,10540,728.8,1248.27,73.18,0.26,0.51,73.28,72.41,3.13,9.3,73.27,0,2511.31
Permanent Magnet,Conveyor,2540,5534,11014,360.25,879.39,76.57,0.2,0.5,76.63,70.29,0.23,0.59,70.81,0,2896.99
Shunt-Wound,Pump,3989,6566,11257,992.99,1554.02,72.87,0.13,0.19,73.03,75.34,0.97,2.46,76.86,0,2071.5
Permanent Magnet,Pump,2441,5178,10382,473.59,984.13,96.45,1.9,2.91,98.23,82.74,0.31,0.87,83.39,0,2385.68
Series-Wound,Pump,2530,5281,10336,513.91,975.29,83.6,1.01,2.07,83.92,75.86,0.25,0.57,76.37,0,2462.84
Permanent Magnet,Conveyor,4767,8221,12797,627.14,976.26,90.44,1.36,2.3,91.98,69.85,2.3,6.69,70.29,0,1863.64
Permanent Magnet,Fan,3479,6695,11844,471.24,839.07,70.74,0.69,1.11,71.49,82.04,4.35,9.32,83.06,0,2352.16
Permanent Magnet,Pump,1609,4727,9688,413.22,857.24,85.23,2.83,6.81,89.1,84.15,0.21,0.5,84.51,0,2785.94
Shunt-Wound,Fan,5146,8620,13793,661.37,1304.53,79.99,2.39,4.43,82.71,75.48,0.16,0.44,75.8,0,1550.11
Permanent Magnet,Pump,3520,6664,12067,868.41,1743.12,75.24,0.63,1.07,75.54,75.2,0.27,0.65,75.51,0,2302.27
Permanent Magnet,Conveyor,3576,6908,11711,756.01,1088.26,71.87,0.29,0.49,72.13,103.17,0.99,2.19,104.92,0,2114.87
Permanent Magnet,Fan,5508,8391,13350,1371.8,1820.6,71.68,1.86,3.56,72.84,73.48,1.53,3.96,76.72,0,1432.08
Permanent Magnet,Pump,5104,8247,13445,700.32,1060.14,99.08,5.06,8.6,105.28,73.29,0.54,1.17,74.02,15,70.32
Permanent Magnet,Actuator,2125,5424,10898,432.04,830.14,72.95,0.89,1.97,74.04,72.2,0.21,0.44,72.51,4,2460.43
Shunt-Wound,Pump,2360,5295,10726,438.1,1086.48,78.41,0.36,0.67,78.48,74.97,1.26,3.5,76.66,0,2626.82
Permanent Magnet,Pump,1005,4169,9623,300.17,678.6,79.77,0.53,1.27,80.04,71.36,0.54,1.09,72.21,0,3265.52
Permanent Magnet,Fan,2726,5530,10270,527.65,1071.98,71.15,1.65,3.61,71.4,94.79,1.07,3,96.97,0,2364.87
Shunt-Wound,Pump,4664,7444,12037,622.98,1111.2,71.12,0.82,1.74,71.92,89.28,0.68,1.89,90.9,8,1083.89
Series-Wound,Actuator,3836,7225,11810,679.35,1395.79,72.43,5.77,10.9,81.32,71.65,0.33,0.91,71.81,0,1930.79
Shunt-Wound,Actuator,4555,7538,12180,610.16,1059.22,92.12,0.4,0.97,92.15,71.62,0.78,1.97,73.01,0,1956.55
Shunt-Wound,Actuator,5337,7978,13283,934.53,1507.94,70.33,0.19,0.31,70.41,79.75,0.29,0.81,80.3,0,1695.79
Permanent Magnet,Conveyor,5554,8913,13716,834.17,1180.99,74.23,3.02,5.73,74.41,73.88,3.39,8.43,75.11,0,1512.51
Permanent Magnet,Fan,2885,5695,10539,385.93,758.98,72.85,2.43,5.25,74.66,87.69,0.6,1.75,88.96,0,2303.45
Series-Wound,Conveyor,5024,8287,12858,743.72,1315.23,70.76,6.37,14.4,74.88,73.98,0.92,2.2,75.82,15,1
Shunt-Wound,Pump,5391,8042,12543,633.61,991.3,88,0.35,0.6,88.23,72.13,1.66,4.48,74.3,0,1662.45
Series-Wound,Actuator,4002,6915,11931,1070.77,1836.32,75.32,1.46,3.58,75.57,70.14,0.75,1.69,71.38,16,512.11
Series-Wound,Fan,2600,5189,10222,428.61,867.23,73.42,3.49,6.54,76.44,73.1,0.45,1.3,74.25,0,2415.56
Permanent Magnet,Conveyor,5805,8565,14012,900.82,1602.88,70.41,2.51,4.68,71.86,89.54,1.14,2.96,91.89,0,1253.74
Permanent Magnet,Conveyor,5715,8679,14082,1167.14,1609.98,73.59,0.16,0.31,73.64,87.34,0.23,0.58,87.81,0,1406.37
Series-Wound,Pump,1943,5301,10042,687.02,1012.89,75.64,5.22,9.19,83.44,74.34,5.71,14.41,87.26,4,2028.29
Series-Wound,Fan,1759,5028,10395,362.14,803.71,72.25,0.76,1.58,72.34,71.74,1.01,2.05,73.08,0,2904.18
Permanent Magnet,Pump,3419,5977,10981,822.91,1272.6,69.35,0.7,1.44,70.24,102.86,0.32,0.9,103.14,0,2191.82
Permanent Magnet,Actuator,2683,5242,10444,404.83,1141.93,80.31,0.27,0.57,80.37,88.3,1.58,4.72,91.44,0,2476.7
Permanent Magnet,Conveyor,5791,9191,13760,1333.12,1693.31,69.99,0.7,1.2,70.49,90.28,0.87,2.33,90.36,0,1328.76
Permanent Magnet,Fan,1108,3770,8698,375.92,857.22,77.13,1.66,4.05,78.65,105.99,0.53,1.34,106.92,0,2788.93
Series-Wound,Conveyor,5364,8495,13767,694.82,1242.13,70.42,0.23,0.48,70.63,75.98,0.24,0.52,76.14,0,1703.16
Permanent Magnet,Actuator,3591,6922,11879,507.82,1194.83,72.78,2.72,5.93,75.15,74.41,6.06,14.14,76.87,0,2160.52
Permanent Magnet,Conveyor,2455,5901,10696,486.96,923.38,73.98,1.21,2.2,75.3,70.13,0.57,1.31,71.22,24,609.48
Permanent Magnet,Actuator,2529,5429,10220,504.47,883.05,93.89,0.15,0.23,94,75.55,0.96,2.14,77.17,0,2650.89
Permanent Magnet,Actuator,5127,8366,13851,813.12,1355.4,71.91,0.25,0.57,72.41,77.29,6.66,18.96,81.25,0,1708.77
Permanent Magnet,Fan,4460,6973,12360,675.46,1280.76,71.07,0.2,0.37,71.21,72.35,2.16,4.47,74.92,0,2120.11
Shunt-Wound,Actuator,4873,8238,13197,735.44,1151.52,71.15,0.17,0.28,71.3,69.96,0.23,0.55,70.37,0,2024.71
Permanent Magnet,Fan,5420,8660,13572,987.24,1492.96,70.84,0.73,1.7,72.31,69.52,6.09,16.29,70.35,0,1580.72
Permanent Magnet,Fan,4193,6790,11373,465.78,794.41,70.91,4.75,10.9,73.38,75.39,5.24,13.5,86.4,0,1905.43
Permanent Magnet,Fan,3154,5976,11371,486.62,839.35,70.34,0.73,1.35,71.28,73.61,0.27,0.73,74.24,0,2485.95
Series-Wound,Actuator,3464,6584,11851,479.92,831.06,84.31,0.22,0.45,84.33,71.92,0.29,0.61,72.04,0,2268.49
Permanent Magnet,Pump,2376,5370,10510,725.37,1096.61,81.2,1.28,2.56,81.48,79.06,0.24,0.71,79.67,0,2597.36
Permanent Magnet,Fan,5427,8128,13184,734.7,1455.89,70.27,0.54,1.18,70.49,80.87,0.65,1.33,81.16,0,1582.77
Permanent Magnet,Actuator,3839,7336,12187,473.82,811.44,85.94,1.18,1.95,86.35,77.46,0.19,0.49,77.85,0,2180.16
Permanent Magnet,Actuator,3031,6260,11495,418.17,1117.12,76.7,4.72,8.92,81.29,74.75,6.5,17.49,78.18,0,2259.24
Permanent Magnet,Fan,4206,7034,11805,451.76,935.8,72.74,0.27,0.51,73.13,72.79,1.53,3.77,74.76,28,1
Permanent Magnet,Fan,2082,5332,10679,840.81,1653.07,73.76,1.6,3.14,76.26,80.79,1.78,3.91,82.77,20,783.35
Series-Wound,Conveyor,2320,5263,9861,525.44,879.37,73.32,0.49,1.19,74.23,74.45,2.63,6.43,76.85,22,605.97
Shunt-Wound,Actuator,4945,8265,12988,757.21,1123.89,71.58,5.55,12.53,76.95,70.23,1.29,2.64,72.5,0,1469.44
Permanent Magnet,Pump,1488,4742,10059,478.9,902.68,73.35,0.26,0.56,73.54,88.2,0.34,0.91,88.27,0,3080.53
Series-Wound,Fan,2244,4750,9468,583.88,912.83,99.33,0.64,1.44,100.32,73,0.5,1,73.36,0,2501.71
Series-Wound,Pump,4247,7152,12327,1135.58,1874.83,74.41,2.31,4.2,77.73,96.27,0.23,0.59,96.61,0,1611.5
Permanent Magnet,Conveyor,3126,6244,11108,507.62,1285.83,74.22,0.23,0.51,74.65,82.26,0.35,0.87,82.75,0,2395.88
Permanent Magnet,Actuator,3273,6347,11089,420.56,988.26,71.47,2.75,5.52,76.3,88.48,0.65,1.9,89.42,0,2326.5
Permanent Magnet,Fan,4978,7882,12920,649.98,1264.35,74.5,0.11,0.17,74.62,70.95,0.23,0.53,71.25,0,1932.21
Permanent Magnet,Conveyor,3508,6041,11308,464.43,931.87,84.64,0.27,0.54,85.01,86.82,0.83,2.42,87.39,0,2290.98
Shunt-Wound,Pump,4556,7356,12846,668.66,1239.39,73.6,4.68,7.1,79.59,97.71,0.14,0.28,97.84,0,1621.27
Permanent Magnet,Pump,4082,7168,12022,783.08,1289.75,74.48,1.94,4.38,78.02,70.89,0.69,1.89,71.15,0,2033.06
Permanent Magnet,Conveyor,5648,8874,13878,647.87,1176.48,81.96,4.15,9.93,82.01,70.72,2.28,6.54,74.91,0,1420.58
Permanent Magnet,Actuator,1837,5210,9995,390.31,837.36,73.15,5.66,11.43,74.07,84.9,0.24,0.57,85.27,0,2605.55
Permanent Magnet,Fan,1398,4471,9105,333.16,666.93,72.36,2.73,4.18,75.49,73.3,1.35,3.29,74.76,0,3030.52
Series-Wound,Conveyor,4723,8198,13311,1166.59,1807.45,69.73,0.86,1.46,69.75,69.25,4.77,13.34,76.79,0,1783.77
Permanent Magnet,Actuator,1596,4539,9931,385.21,780.65,73.13,0.47,1.06,74.08,74.78,2.35,4.87,77.77,0,2995.76
Permanent Magnet,Conveyor,1470,4193,9353,325.8,966.93,74.77,1.83,3.63,76.89,70.53,0.13,0.38,70.55,0,2977.46
Permanent Magnet,Pump,1840,4844,9869,804.82,1216.49,72.07,0.58,0.89,72.56,73.35,3.31,8.23,77.48,0,2907.18
Series-Wound,Fan,2679,5983,10751,479.25,860.99,72.64,0.41,0.65,72.96,75.3,0.53,1.58,76.57,0,2521.38
Permanent Magnet,Conveyor,2087,4710,9932,340.54,759.8,71.92,4.41,10.34,78.56,72,0.22,0.5,72.01,0,2707.36
Permanent Magnet,Fan,4491,7211,12708,581.78,949.7,101.35,5.39,13.31,102.9,74.2,0.27,0.6,74.53,0,1477.66
Shunt-Wound,Actuator,3631,6212,10834,853.95,1415.82,78.27,0.28,0.5,78.4,73.32,0.4,1.03,73.72,0,2190.9
Permanent Magnet,Fan,3475,6163,11111,618.76,1035.35,74.9,0.28,0.62,75.22,97.6,4.95,10.26,101.88,0,2163.12
Series-Wound,Fan,4310,7118,12211,633.47,1232.9,70.84,1.87,3.92,71.24,94.5,0.51,1.1,94.52,11,704.69
Shunt-Wound,Conveyor,1143,3941,9318,378.51,1191.07,76.27,3.71,9.05,78,74.57,3.61,9.54,81.16,0,2768.01
Shunt-Wound,Actuator,6000,9417,14526,816.16,1470.63,73.67,0.2,0.47,74.05,71.62,0.81,1.68,72.9,12,324.93
Series-Wound,Fan,4196,7001,11514,875.02,1347.32,74.62,0.35,0.78,75.15,78.73,0.32,0.88,79.48,8,1229.99
Permanent Magnet,Conveyor,4502,7581,12562,673.07,1454.5,89.24,3.9,8.86,96.98,80.91,2.17,5.92,85.74,0,1610.29
Series-Wound,Conveyor,2873,5500,10884,606.7,1167.19,76.85,2.86,5.83,77.51,72.68,0.19,0.5,72.9,1,2341.69
Permanent Magnet,Pump,1587,4937,10067,350.27,725.54,73.59,2.16,3.45,76.62,70.84,0.14,0.3,70.97,0,3058.57
Shunt-Wound,Actuator,1149,4241,9598,605.11,1078.18,77.69,0.2,0.46,77.88,73.06,1.76,4.73,75.04,9,2208.18
Permanent Magnet,Fan,3211,6086,10907,444.38,865.58,76.29,0.18,0.39,76.4,73.77,0.26,0.55,73.92,0,2551.16
Permanent Magnet,Pump,4905,7471,12484,1016,1338.67,82.7,0.87,2.16,82.87,72.2,6.7,15.1,76.29,0,1640.93
Permanent Magnet,Fan,5022,7652,12205,685.11,981.38,95.76,1.47,3.18,96.79,69.92,2.8,8.02,72.29,0,1674.05
Series-Wound,Conveyor,1541,4416,9081,580.38,1155.18,73.6,5.77,9.66,78.4,95.9,0.48,1.07,96.67,0,2370.4
Series-Wound,Fan,3356,5919,10804,448.46,1197.37,81.31,0.61,1.12,81.74,75.54,0.18,0.41,75.78,0,2223.89
Permanent Magnet,Actuator,2908,5547,10682,362.61,719.6,80.32,0.14,0.34,80.57,71.21,6.58,17.87,81.44,0,2515.69
Series-Wound,Fan,1965,5211,10501,516.58,1120.15,71.82,0.48,1,72.38,105.08,2.17,5.02,105.49,0,2526.03
Permanent Magnet,Pump,1775,4986,10067,752.93,1398.15,83.98,3.44,5.74,84,93.11,0.25,0.71,93.3,0,2458.94
Shunt-Wound,Actuator,4314,7136,12424,598.86,1469.88,98.61,2.53,6.29,99.84,74.48,0.54,1.26,75.59,0,1701.03
Shunt-Wound,Conveyor,3137,6362,11071,627.79,1141.57,74.97,0.39,0.87,75.12,73.5,0.26,0.73,73.87,0,2443.53
Permanent Magnet,Fan,3014,5879,10500,773.43,1247.76,70.51,0.19,0.29,70.75,74.08,2.66,6.17,77.79,0,2565.5
Series-Wound,Conveyor,2985,5991,11061,586.64,953.76,74.16,0.15,0.24,74.18,97,0.22,0.47,97.02,0,2235.85
Shunt-Wound,Pump,1812,4565,9578,359.36,889.89,75.83,0.2,0.3,75.95,81.03,0.81,1.76,82.27,0,2931.79
Series-Wound,Fan,5462,8948,14364,714.25,1398.53,71.92,1.09,2.08,72.24,69.62,0.25,0.56,69.71,0,1552.92
Shunt-Wound,Pump,2505,5371,10388,483.48,1026.52,69.46,0.26,0.45,69.82,70.94,0.15,0.35,70.97,0,2798.61
Permanent Magnet,Conveyor,3932,7150,12123,565.36,1241.49,76.91,0.22,0.54,77,75.9,1.08,2.81,76.96,0,2270.95
Permanent Magnet,Fan,2728,5326,10288,710.87,1186.36,69.66,1.05,1.95,71.35,84.9,0.29,0.64,85.39,0,2481.04
Permanent Magnet,Pump,5778,8413,13140,1045.32,1366.97,72.6,0.55,1,73.23,71.85,1.64,4.36,73.12,0,1654.87
Permanent Magnet,Conveyor,4635,7629,13109,577.69,1078.86,70.15,0.22,0.48,70.29,73.07,0.47,1.4,73.78,0,2131.03
Shunt-Wound,Pump,2710,5287,9978,518.31,996.22,76.24,0.28,0.5,76.67,72.19,0.36,0.89,72.88,0,2745.96
Permanent Magnet,Pump,2223,4960,10164,365.89,747.43,74.71,1.31,2.94,74.96,89.54,0.75,1.88,91.22,0,2750.87
Series-Wound,Pump,1160,3911,8966,481.27,1132.31,73.39,0.2,0.31,73.6,93.16,0.27,0.66,93.4,0,2893.36
Permanent Magnet,Conveyor,5241,8695,13271,643.19,1017.61,88.95,2.17,5.37,93.68,84.6,6.06,16.13,96.67,0,1434.77
Permanent Magnet,Fan,2092,5308,10457,386.78,1199.7,71.27,5.53,9.53,74.09,96.57,0.41,0.87,97.31,0,2335.31
Permanent Magnet,Pump,2220,5338,10299,464.9,886.94,73.2,0.89,1.58,74.52,86.81,0.11,0.25,87.03,0,2670.53
Shunt-Wound,Fan,3194,6668,11841,601.43,1090.89,74.72,3.77,8.47,77.32,72.41,0.26,0.61,72.55,11,1139.79
Permanent Magnet,Pump,1312,4456,9859,356.23,947.94,72.06,6.42,12.56,82.24,75.03,0.34,0.74,75.46,14,1506.96
Permanent Magnet,Conveyor,3140,6472,11275,897.04,1215.34,80.16,0.85,1.76,81.41,69.57,0.28,0.79,70.19,0,2358.49
Permanent Magnet,Fan,4517,7400,12359,743.63,1279.78,86.32,6.07,9.45,93.7,71.17,3.92,9.3,76.69,12,507.46
Permanent Magnet,Pump,3777,6920,12118,548.61,1110.46,103.49,0.23,0.42,103.65,73.1,2.82,8.25,79.46,0,2155.38
Permanent Magnet,Actuator,3179,6478,11952,477.21,898.11,73.4,4.9,10.91,82.3,79.65,0.68,1.73,80.77,0,2231.28
Shunt-Wound,Pump,1444,4379,9810,490.49,1292.84,93.28,0.52,1.3,93.73,69.01,1.31,3.01,69.33,0,2934.44
Permanent Magnet,Pump,3742,6906,12360,986.32,1420.48,95.08,1.75,2.99,96.35,72.27,3.18,8.78,79.24,16,547.22
Permanent Magnet,Fan,2005,4809,9549,394.62,756.93,77.35,3.76,7.44,78.04,84.33,1.94,4.32,86.71,0,2529.46
Shunt-Wound,Pump,4729,7509,12102,555.16,876.63,78.44,0.57,0.93,78.65,70.25,0.18,0.39,70.49,0,2043.62
Series-Wound,Actuator,5317,8706,13291,1363.04,1827.74,70.3,4.11,7.17,71.44,88.72,5.22,14.71,98.78,0,1110.65
Shunt-Wound,Actuator,4897,7880,12522,841.22,1203.53,81.32,6.03,14.86,84.74,80.62,1.45,4.17,82.06,0,1338.05
Shunt-Wound,Actuator,1009,3650,8955,294.96,700.11,81.49,0.14,0.23,81.57,73.82,4.87,11.95,81.11,0,3118.29
Permanent Magnet,Conveyor,5349,8708,13511,594.43,1001.25,76.23,0.19,0.4,76.5,85.9,0.6,1.68,86.35,0,1592.01
Permanent Magnet,Fan,2054,4864,9708,442.12,1142.54,73.27,0.2,0.43,73.41,79.07,2.65,7.89,82.96,0,2786.89
Series-Wound,Conveyor,4684,7947,12518,919.74,1482.27,72.52,0.3,0.57,72.75,69.88,1.96,4.58,72.12,0,1949.02
Shunt-Wound,Pump,4192,6843,11344,819.4,1422.93,98.99,0.17,0.33,99.25,86.73,2.32,5.61,91.09,12,722.38
Series-Wound,Actuator,3657,6570,11586,742.32,1167.12,71.69,1.19,2.6,73.7,73.74,4.28,9.31,74.94,0,2225.98
Series-Wound,Fan,4863,7452,12485,596.65,1136.16,71.06,3.8,7.49,74.16,71.56,1.37,4,71.58,0,1737.6
Permanent Magnet,Conveyor,4261,7021,12468,527.27,881.63,69.21,0.5,1.1,69.47,90.27,0.84,2.01,91.11,0,1975.73
Permanent Magnet,Conveyor,3666,6630,12033,437.49,864.22,75.87,1.6,2.69,76.06,71.93,0.21,0.63,72.35,0,2387.12
Series-Wound,Pump,5193,8551,13292,621.81,1156.48,73.93,0.59,1.13,74.25,104.21,4.83,13.95,106.34,0,1313.9
Series-Wound,Fan,4930,8199,13566,819.15,1385.81,69.71,1.48,2.33,69.81,104.57,0.87,2.28,105.35,7,798.31
Permanent Magnet,Pump,1697,4255,9259,345.78,743.67,70.69,0.34,0.69,70.78,72.86,0.32,0.69,73.32,0,3091.95
Permanent Magnet,Actuator,3640,6199,11401,930.12,1605.04,70.86,4.2,10.24,71.67,85.04,0.53,1.49,86.36,22,1
Permanent Magnet,Conveyor,2818,6218,10787,558.94,990.7,95.01,0.16,0.38,95.13,80.13,0.59,1.2,80.43,10,1445.38
Permanent Magnet,Fan,2817,5479,10407,472.45,1276.12,73.86,2.05,3.35,75.5,75.85,0.14,0.3,75.94,15,1135.45
Series-Wound,Conveyor,3935,7066,12338,624.4,1064.22,88.89,0.26,0.49,89.04,85.64,0.23,0.67,86.15,0,1855.52
Permanent Magnet,Actuator,5298,8629,13586,588.84,1248.51,80.61,0.13,0.24,80.7,86.43,0.25,0.71,86.99,0,1548.24
